OTU,Kingdom,Phylum,Class,Order,Lineage,Clade
Otu5298,Bacteria,Planctomycetes,Phycisphaerae,unclassified,unclassified,unclassified
Otu5300,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu5303,Bacteria,Chloroflexi,Anaerolineae,WCHB1-50,unclassified,unclassified
Otu5304,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu5305,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5306,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5307,Bacteria,TM6,unclassified,unclassified,unclassified,unclassified
Otu5308,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5309,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,unclassified
Otu5311,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,unclassified
Otu5312,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu5313,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5314,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5315,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu5316,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5317,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Pedosphaeraceae,Pedosphaera
Otu5319,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5320,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu5321,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unclassified,unclassified
Otu5323,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,unclassified,unclassified
Otu5324,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu5325,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5328,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu5329,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Otu5330,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu5331,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5332,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,unclassified
Otu5333,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira
Otu5334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
Otu5338,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5341,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unclassified,unclassified
Otu5342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5343,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5344,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5345,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5346,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5347,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5348,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu5350,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5352,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5353,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5355,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu5358,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu5361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unclassified
Otu5362,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5363,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu5364,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5365,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5367,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5368,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5369,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,unclassified
Otu5371,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,unclassified
Otu5372,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5375,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5376,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5377,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu5378,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5379,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5380,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,unclassified,unclassified
Otu5381,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
Otu5384,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5385,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified
Otu5386,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5387,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5388,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5389,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5390,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
Otu5391,Bacteria,OP11,WCHB1-64,K2-4-19,unclassified,unclassified
Otu5392,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu5393,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5395,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5396,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5398,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu5399,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5400,Bacteria,OP11,OP11-2,unclassified,unclassified,unclassified
Otu5401,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5402,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu5404,Bacteria,Planctomycetes,Phycisphaerae,CPla-3,unclassified,unclassified
Otu5405,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5406,Bacteria,WS1,unclassified,unclassified,unclassified,unclassified
Otu5407,Bacteria,Verrucomicrobia,Verruco-5,LD1-PB3,unclassified,unclassified
Otu5408,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5409,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5411,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu5412,Archaea,Parvarchaeota,Parvarchaea,YLA114,unclassified,unclassified
Otu5413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu5416,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5417,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu5418,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5419,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
Otu5421,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5422,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Otu5424,Bacteria,Armatimonadetes,Armatimonadia,FW68,unclassified,unclassified
Otu5425,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu5426,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu5427,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5428,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified
Otu5429,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu5430,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5431,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5432,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5433,Bacteria,Acidobacteria,TM1,unclassified,unclassified,unclassified
Otu5434,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5435,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5436,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu5437,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5438,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu5439,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu5440,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5441,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5442,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu5443,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5445,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu5446,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5447,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu5448,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu5449,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5450,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5451,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu5452,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5453,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5455,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu5457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu5459,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu5460,Bacteria,Armatimonadetes,SJA-176,TP122,unclassified,unclassified
Otu5461,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5462,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu5464,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified
Otu5465,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5467,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5470,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,heteroC45_4W
Otu5471,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
Otu5473,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu5474,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unclassified
Otu5478,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu5479,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5480,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,unclassified
Otu5482,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu5484,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu5485,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,unclassified,unclassified
Otu5486,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu5488,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5489,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu5490,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5492,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unclassified
Otu5496,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu5497,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5498,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu5499,Bacteria,OP11,OP11-3,unclassified,unclassified,unclassified
Otu5500,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu5501,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5502,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu5503,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5504,Bacteria,Actinobacteria,Thermoleophilia,unclassified,unclassified,unclassified
Otu5505,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5506,Bacteria,Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Otu5509,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5511,Bacteria,OP11,OP11-2,unclassified,unclassified,unclassified
Otu5512,Bacteria,Chlamydiae,Chlamydiia,unclassified,unclassified,unclassified
Otu5513,Bacteria,Chloroflexi,Anaerolineae,GCA004,unclassified,unclassified
Otu5516,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5517,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5518,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5519,Bacteria,AC1,unclassified,unclassified,unclassified,unclassified
Otu5520,Bacteria,OP3,koll11,unclassified,unclassified,unclassified
Otu5524,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5525,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu5526,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu5527,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5528,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5529,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified
Otu5530,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu5531,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,unclassified
Otu5533,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5534,Bacteria,Elusimicrobia,Endomicrobia,unclassified,unclassified,unclassified
Otu5535,Archaea,Parvarchaeota,Micrarchaea,Micrarchaeles,unclassified,unclassified
Otu5536,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu5537,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu5538,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu5539,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5540,Bacteria,Chlorobi,unclassified,unclassified,unclassified,unclassified
Otu5542,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unclassified,unclassified
Otu5543,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5544,Bacteria,Chlorobi,unclassified,unclassified,unclassified,unclassified
Otu5546,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5547,Bacteria,Chloroflexi,Dehalococcoidetes,GIF9,unclassified,unclassified
Otu5548,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu5549,Bacteria,Proteobacteria,Deltaproteobacteria,GW-28,unclassified,unclassified
Otu5550,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5551,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5552,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,unclassified,unclassified
Otu5553,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu5555,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu5556,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5557,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5558,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter
Otu5559,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu5560,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,CandidatusAccumulibacter
Otu5562,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5563,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,unclassified
Otu5564,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5565,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,bacII,bacII-A
Otu5566,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu5569,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu5570,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unclassified,unclassified
Otu5571,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,unclassified
Otu5572,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Otu5573,Bacteria,OP11,OP11-2,WCHB1-07,unclassified,unclassified
Otu5574,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu5575,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5576,Bacteria,Chlorobi,BSV26,PK329,unclassified,unclassified
Otu5577,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5578,Bacteria,Proteobacteria,TA18,PHOS-HD29,unclassified,unclassified
Otu5579,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5580,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5582,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu5583,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5584,Bacteria,Cyanobacteria,unclassified,unclassified,unclassified,unclassified
Otu5585,Archaea,Crenarchaeota,MCG,pGrfC26,unclassified,unclassified
Otu5586,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5587,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5588,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5590,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,unclassified,unclassified
Otu5591,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu5592,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu5594,Bacteria,Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Otu5595,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes
Otu5597,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5598,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu5599,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5602,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu5603,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified
Otu5604,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu5605,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,unclassified
Otu5607,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
Otu5608,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,RFP12,unclassified
Otu5609,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu5610,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Otu5611,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5612,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5613,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu5614,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unclassified
Otu5615,Bacteria,GN02,BB34,unclassified,unclassified,unclassified
Otu5617,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu5618,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,unclassified
Otu5620,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu5621,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Otu5622,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5623,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu5624,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes
Otu5627,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5628,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,CandidatusSolibacter
Otu5630,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu5631,Bacteria,Lentisphaerae,Lentisphaeria,unclassified,unclassified,unclassified
Otu5632,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,unclassified
Otu5633,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu5634,Bacteria,TM6,SJA-4,S1198,unclassified,unclassified
Otu5635,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5637,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium
Otu5639,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu5640,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
Otu5641,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5642,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified
Otu5643,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Pedosphaeraceae,Pedosphaera
Otu5645,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu5646,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu5647,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5648,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,unclassified
Otu5649,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,unclassified
Otu5650,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu5652,Bacteria,LD1,unclassified,unclassified,unclassified,unclassified
Otu5653,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu5654,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,unclassified,unclassified
Otu5655,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified
Otu5656,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
Otu5657,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5659,Bacteria,Verrucomicrobia,Verruco-5,unclassified,unclassified,unclassified
Otu5661,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu5662,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu5663,Bacteria,Chloroflexi,Anaerolineae,GCA004,unclassified,unclassified
Otu5666,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5667,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu5668,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu5671,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Otu5672,Archaea,Parvarchaeota,Parvarchaea,YLA114,unclassified,unclassified
Otu5673,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu5674,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,PW3
Otu5676,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu5677,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu5678,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu5679,Bacteria,Planctomycetes,Phycisphaerae,WD2101,unclassified,unclassified
